Managed Areas,MO Class,EBS MO,DU Radio Node / Baseband Radio Node support,Counter,Counter Type,Counter Size,Description,Unit,Condition,Sampling Rate,Scanner,Counter is reset after measurement period,Related PM Event,Pico Support? (Y/N)
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsRrcConnReconfSucc,ACC,Single,Number of successful RRC connection reconfiguration attempts.,,When RRCConnectionReconfigurationComplete is received succeeding transmission of RRCConnectionReconfiguration message.,,Not included in any pre-defined scanner,,RRC_RRC_CONNECTION_RECONFIGURATION_COMPLETE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsRrcConnReestAtt,ACC,Single,The number of RRC Connection Reestablishment attempts.,,A RRC Connection Reestablishment Request message is received.,,Not included in any pre-defined scanner,,INTERNAL_PROC_RRC_CONNECTION_RE_ESTABLISHMENT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsRrcConnReestSucc,ACC,Single,The number of successful RRC Connection Reestablishments.,,A RRC Connection Reestablishment Complete messages is received.,,Not included in any pre-defined scanner,,INTERNAL_PROC_RRC_CONNECTION_RE_ESTABLISHMENT,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsS1SigConnEstabAtt,ACC,Single,The number of each S1 signalling connection establishment attempt.,,The counter pegs on each S1 signalling connection establishment attempt.,,Not included in any pre-defined scanner,,INTERNAL_PROC_S1_SIG_CONN_SETUP,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsS1SigConnEstabSucc,ACC,Single,The number of each successful S1 signalling connection establishment.,,The counter pegs on each successful S1 signalling connection establishment.,,Not included in any pre-defined scanner,,INTERNAL_PROC_S1_SIG_CONN_SETUP,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsUeCtxtRelAbnormalEnb,ACC,Single,The total number of abnormal UE Contexts Releases triggered by RBS.,,"Stepped at reception of S1 message UE Context Release Command with internal cause codes considered abnormal (Radio Connection with UE is lost; Handover failure for the UE; UE pre-emption) when the RBS initiated the release. It can also be stepped at transmission of UE Context Release Request or Reset message by the RBS, or when a cell owned by that RBS is disabled (and that leads to internal RBS UE Context Release).",,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsUeCtxtRelMme,ACC,Single,The total number of UE Context Releases initiated by the MME excluding successful handover. The counter is stepped regardless of whether data was or was not lost in UL/DL buffers.,,Stepped at reception of S1 message UE Context Release Command (except if the cause was successful handover) and the release is MME initiated.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsUeCtxtRelNormalEnb,ACC,Single,The total number of normal UE Context Releases triggered by RBS. The counter is stepped regardless of whether data was or was not lost in UL/DL buffers.,,"Stepped at reception of S1 message UE Context Release Command when internal cause codes considered normal (Successful Handover, User Inactivity, Inter-RAT redirection, CS Fallback Triggered) when the RBS initiated the release.",,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmEbsRbsUeThpTimeDl,ACC,Single,"Effective DL transport in the period from first transmission of PDCP SDU of DL buffer on Uu until buffer is emptied. TTI emptying buffer is excluded. When carrier aggregation is used, PDCP SDU can be sent over multiple cells, such as PCell or one or more SCells. Effective DL transport time is registered on PCell.",ms,Stepped when pmEvent INTERNAL_PER_THROUGHPUT_CELL_REPORT is received.,,Not included in any pre-defined scanner,,INTERNAL_PER_THROUGHPUT_CELL_REPORT,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabAttAddedPaLsm,ACC,Single,The total number of attempts to setup additional ERABs for emergency calls by UEs in limited service mode shall be counted per cell.,,Stepped for each attempt to setup additional E-RAB for emergency use by UE in limited service mode,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabAttInitPaLsm,ACC,Single,The total number of attempts to setup initial ERABs for emergency calls by UEs in limited service mode shall be counted per cell.,,Stepped for each attempt to setup initial E-RAB for emergency use by UE in limited service mode,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,N
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailAddedGrp$S1Cause$,ACC,Single,"Number of E-RABs failed to setup with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At transmission by eNodeB of E-RAB SETUP RESPONSE message with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailAddedMiscS1Cause$,ACC,Single,"These Miscellaneous Group measurements provide the number of additional E-RABs failed to setup per failure cause, i.e. one counter per L3 message failure cause. (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB SETUP RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailAddedNasS1Cause$,ACC,Single,"These NAS Group measurements provide the number of additional E-RABs failed to setup per failure cause, i.e. one counter per L3 message failure cause. (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB SETUP RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailAddedProtS1Cause$,ACC,Single,"These Protocol Group measurements provide the number of additional E-RABs failed to setup per failure cause, i.e. one counter per L3 message failure cause. (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB SETUP RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailAddedRnlS1Cause$,ACC,Single,"These Radio Network Layer Group measurements provide the number of additional E-RABs failed to setup per failure cause, i.e. one counter per L3 message failure cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB SETUP RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailAddedTranS1Cause$,ACC,Single,"These Transport Layer Group measurements provide the number of additional E-RABs failed to setup per failure cause, i.e. one counter per L3 message failure cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB SETUP RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailInitGrp$S1Cause$,ACC,Single,"Number of initial E-RABs failed to setup with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At transmission by eNodeB of INITIAL CONTEXT SETUP RESPONSE or the INITIAL CONTEXT SETUP FAILURE message with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailInitMiscS1Cause$,ACC,Single,"These Miscellaneous Group measurements provide the number of initial E-RABs failed to setup per cause, i.e. one counter per L3 message failure cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the INITIAL CONTEXT SETUP RESPONSE or the INITIAL CONTEXT SETUP FAILURE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailInitNasS1Cause$,ACC,Single,"These NAS Group measurements provide the number of initial E-RABs failed to setup per cause, i.e. one counter per L3 message failure cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the INITIAL CONTEXT SETUP RESPONSE or the INITIAL CONTEXT SETUP FAILURE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailInitProtS1Cause$,ACC,Single,"These Protocol Group measurements provide the number of initial E-RABs failed to setup per cause, i.e. one counter per L3 message failure cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the INITIAL CONTEXT SETUP RESPONSE or the INITIAL CONTEXT SETUP FAILURE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailInitRnlS1Cause$,ACC,Single,"These Radio Network Layer Group measurements provide the number of initial E-RABs failed to setup per cause, i.e. one counter per L3 message failure cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the INITIAL CONTEXT SETUP RESPONSE or the INITIAL CONTEXT SETUP FAILURE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabFailInitTranS1Cause$,ACC,Single,"These Transport Layer Group measurements provide the number of initial E-RABs failed to setup per cause, i.e. one counter per L3 message failure cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the INITIAL CONTEXT SETUP RESPONSE or the INITIAL CONTEXT SETUP FAILURE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabSuccAddedPaLsm,ACC,Single,The total number of successful attempts to setup additional ERABs for emergency calls by UEs in limited service mode shall be counted per cell.,,Stepped for each successful attempt to setup additional E-RAB for emergency use by UE in limited service mode,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabSuccInitPaLsm,ACC,Single,The total number of successful attempts to setup initial ERABs for emergency calls by UEs in limited service mode shall be counted per cell.,,Stepped for each successful attempt to setup initial E-RAB for emergency use by UE in limited service mode,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabTimeAddedDistr2Qci$,ACC,PDF[10],"This measurement shall provide a distribution of the successful additional E-RAB Setup times per QCI, i.e. one distribution per QCI value.
PDF ranges:
[0]: inf...15   ms
[1]: 16...25   ms
[2]: 26...35   ms
[3]: 36...45   ms
[4]: 46...55   ms
[5]: 56...65   ms
[6]: 66...80   ms
[7]: 81...100   ms
[8]: 101...120  ms
[9]: 121...inf   ms",ms,At transmission by the eNodeB of the corresponding E-RAB SETUP RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabTimeAddedDistrQci$,ACC,PDF[10],"This measurement shall provide a distribution of the successful additional E-RAB Setup times per QCI, i.e. one distribution per QCI value.
PDF ranges:
[0]: inf...8   ms
[1]: 9...10   ms
[2]: 11...12   ms
[3]: 13...14   ms
[4]: 15...16   ms
[5]: 17...18   ms
[6]: 19...20   ms
[7]: 21...22   ms
[8]: 23...24   ms
[9]: 25...inf   ms",ms,At transmission by the eNodeB of the corresponding E-RAB SETUP RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabTimeAddedMaxQci$,MAX,Single,"These measurements shall provide the maximum/peak time for a successfully established E-RAB part of an E-RAB Setup procedure per QCI, i.e. one counter per QCI value.",ms,At transmission by the eNodeB of the corresponding E-RAB SETUP RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabTimeAddedSumQci$,ACC,Single,"These measurements shall provide the accumulated procedure times for each successfully established E-RAB part of an E-RAB Setup procedure per QCI, i.e. one counter per QCI value.",ms,At transmission by the eNodeB of the corresponding E-RAB SETUP RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabTimeInitDistr2Qci$,ACC,PDF[14],"These measurements shall provide a distribution of the initial E-RAB Setup times per QCI, i.e. one distribution per QCI value.
PDF ranges:
[0]: inf...60   ms
[1]: 61...80   ms
[2]: 81...100   ms
[3]: 101...120   ms
[4]: 121...130   ms
[5]: 131...140  ms
[6]: 141...160   ms
[7]: 161...180   ms
[8]: 181...200   ms
[9]: 201...225   ms
[10]: 226...250   ms
[11]: 251...300   ms
[12]: 301...360   ms
[13]: 361...inf   ms",ms,At transmission by the eNodeB of the INITIAL CONTEXT SETUP RESPONSE message to the MME.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabTimeInitDistrQci$,ACC,PDF[10],"These measurements shall provide a distribution of the initial E-RAB Setup times per QCI, i.e. one distribution per QCI value.
PDF ranges:
[0]: inf...48   ms
[1]: 49...60   ms
[2]: 61...72   ms
[3]: 73...84   ms
[4]: 85...96   ms
[5]: 97...108   ms
[6]: 109...120   ms
[7]: 121...132   ms
[8]: 133...144   ms
[9]: 145...inf   ms",ms,At transmission by the eNodeB of the INITIAL CONTEXT SETUP RESPONSE message to the MME.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabTimeInitMaxQci$,MAX,Single,"These measurements shall provide the maximum/peak time for a successfully established E-RAB part of an Initial Context Setup Procedure per QCI, i.e. one counter per QCI value.",ms,At transmission by the eNodeB of the INITIAL CONTEXT SETUP RESPONSE message to the MME.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabEstabTimeInitSumQci$,ACC,Single,"These measurements shall provide the accumulated procedure times for each successfully established E-RAB part of an Initial Context Setup procedure per QCI, i.e. one counter per QCI value.",ms,At transmission by the eNodeB of the INITIAL CONTEXT SETUP RESPONSE message to the MME.,,Not included in any pre-defined scanner,,INTERNAL_PROC_INITIAL_CTXT_SETUP,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabModFailCause$,ACC,Single,Number of Initial ERAB modify failures per cause (from 36.413 Section 9.2.1.3).,,Transmission of E-RAB MODIFY RESPONSE with E-RAB Failed to Modify List IE.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_MODIFY,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelAttQci$,ACC,Single,"These Measurements shall provide the number of E-RABs attempted to release per QCI, i.e. one counter per QCI value.",,At reception by the eNodeB of the E-RAB RELEASE COMMAND or UE CONTEXT RELEASE COMMAND message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelAttQci$,ACC,Single,"These Measurements shall provide the number of E-RABs attempted to release per QCI, i.e. one counter per QCI value.",,At reception by the eNodeB of the E-RAB RELEASE COMMAND or UE CONTEXT RELEASE COMMAND message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbGrp$S1Cause$,ACC,Single,"Number of E-RABs requested to release, initiated by eNodeB with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At transmission by eNodeB of E-RAB RELEASE INDICATION message with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbGrp$S1Cause$,ACC,Single,"Number of E-RABs requested to release, initiated by eNodeB with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At transmission by eNodeB of UE CONTEXT RELEASE REQUEST message with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbMiscS1Cause$,ACC,Single,"These Miscellaneous Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause  (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbMiscS1Cause$,ACC,Single,"These Miscellaneous Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbNasS1Cause$,ACC,Single,"These NAS Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbNasS1Cause$,ACC,Single,"These NAS Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbProtS1Cause$,ACC,Single,"These Protocol Layer Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbProtS1Cause$,ACC,Single,"These Protocol Layer Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbRnlS1Cause$,ACC,Single,"These Radio Network layer Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbRnlS1Cause$,ACC,Single,"These Radio Network layer Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbTranS1Cause$,ACC,Single,"These Transport Layer Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelEnbTranS1Cause$,ACC,Single,"These Transport Layer Group measurements provide the number of E-RABs requested to release, initiated by eNodeB, per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3)",,At transmission by the eNodeB of the UE CONTEXT RELEASE REQUEST message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelFailGrp$S1Cause$,ACC,Single,"Number of E-RABs failed to release with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport  Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At transmission by eNodeB of E-RAB RELEASE RESPONSE message with failure cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelFailMiscS1Cause$,ACC,Single,"These Miscellaneous Group measurements provide the number of E-RABs failed to release per cause, i.e. one counter per failure L3 message cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB RELEASE RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelFailNasS1Cause$,ACC,Single,"These NAS Group measurements provide the number of E-RABs failed to release per cause, i.e. one counter per failure L3 message cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB RELEASE RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelFailProtS1Cause$,ACC,Single,"These Protocol Layer Group  measurements provide the number of E-RABs failed to release per cause, i.e. one counter per failure L3 message cause (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB RELEASE RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelFailRnlS1Cause$,ACC,Single,"These Radio Network Layer Group measurements provide the number of E-RABs failed to release per cause, i.e. one counter per failure L3 message causes (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB RELEASE RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelFailTranS1Cause$,ACC,Single,"These Transport Layer Group measurements provide the number of E-RABs failed to release per cause, i.e. one counter per failure L3 message causes (from 36.413 Section 9.2.1.3 )",,At transmission by the eNodeB of the E-RAB RELEASE RESPONSE message.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeGrp$S1Cause$,ACC,Single,"Number of E-RABs requested to release, initiated by MME with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At reception by eNodeB of E-RAB RELEASE COMMAND message with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeGrp$S1Cause$,ACC,Single,"Number of E-RABs requested to release, initiated by MME with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (3GPP TS 36.413). Differentiated by Cause Group and by Cause.",,"At reception by eNodeB of UE CONTEXT RELEASE COMMAND message with cause other than 3GPP cause groups Miscellaneous, NAS, Protocol, Radio Network Layer, and Transport Network Layer (Cause group and cause determine counter to step).",,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeMiscS1Cause$,ACC,Single,"These Miscellaneous Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeMiscS1Cause$,ACC,Single,"These Miscellaneous Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeNasS1Cause$,ACC,Single,"These NAS Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeNasS1Cause$,ACC,Single,"These NAS Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause  (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeProtS1Cause$,ACC,Single,"These Protocol Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeProtS1Cause$,ACC,Single,"These Protocol Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause  (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_UE_CTXT_RELEASE,Y
,EUtranCellFDD/EUtranCellTDD,Cell,,pmErabRelMmeRnlS1Cause$,ACC,Single,"These Radio Network Layer Group measurements provide the number of E-RABs requested to release, initiated by the MME per cause, i.e. one counter per L3 message release cause (from 36.413 Section 9.2.1.3 )",,At reception by the eNodeB of the UE CONTEXT RELEASE COMMAND and at reception by the eNodeB of the E-RAB RELEASE COMMAND.,,Not included in any pre-defined scanner,,INTERNAL_PROC_ERAB_RELEASE,Y
