Model,MO Class Name,Struct Name,Parameter Name,Sequence Length,Parameter Description,Data Type,Range and Values,Default Value,MultiplicationFactor,Unit,Resolution,Dependencies,Deprecated,Obsolete,Preliminary
ENodeBFunction,SignalingRadioBearer,TPollRetransmitNbDl,tPollRetransmitNbDlCe1,1,DL poll retransmit used for CE level 1 NB-IoT UE.,int32,"250, 500, 1000, 2000, 3000, 4000, 6000, 10000, 15000, 25000, 40000, 60000, 90000, 120000, 180000",3000,,ms,,,,,
ENodeBFunction,SignalingRadioBearer,TPollRetransmitNbDl,tPollRetransmitNbDlCe2,1,DL poll retransmit used for CE level 2 NB-IoT UE.,int32,"250, 500, 1000, 2000, 3000, 4000, 6000, 10000, 15000, 25000, 40000, 60000, 90000, 120000, 180000",10000,,ms,,,,,
ENodeBFunction,SignalingRadioBearer,TPollRetransmitNbUl,tPollRetransmitNbUlCe0,1,UL poll retransmit used for CE level 0 NB-IoT UE.,int32,"250, 500, 1000, 2000, 3000, 4000, 6000, 10000, 15000, 25000, 40000, 60000, 90000, 120000, 180000",2000,,ms,,,,,
ENodeBFunction,SignalingRadioBearer,TPollRetransmitNbUl,tPollRetransmitNbUlCe1,1,UL poll retransmit used for CE level 1 NB-IoT UE.,int32,"250, 500, 1000, 2000, 3000, 4000, 6000, 10000, 15000, 25000, 40000, 60000, 90000, 120000, 180000",3000,,ms,,,,,
ENodeBFunction,SignalingRadioBearer,TPollRetransmitNbUl,tPollRetransmitNbUlCe2,1,UL poll retransmit used for CE level 2 NB-IoT UE.,int32,"250, 500, 1000, 2000, 3000, 4000, 6000, 10000, 15000, 25000, 40000, 60000, 90000, 120000, 180000",10000,,ms,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a1ThresholdRsrpPrimOffset,1,"QCI dependent offset for the absolute threshold a1ThresholdRsrpPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA1Prim.a1ThresholdRsrpPrim.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA1Prim.a1ThresholdRsrpPrim+QciProfilePredefined.measReportConfigParams.a1ThresholdRsrpPrimOffset

If Mobility Control at Poor Coverage feature is enabled, ""a1a2SearchThresholdRsrp"" replaces ""a1ThresholdRsrpPrim"" and ""ReportConfigSearch"" replaces ""ReportConfigA1Prim"" in the above description.",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a1ThresholdRsrpSecOffset,1,"QCI dependent offset for the absolute threshold a1ThresholdRsrpSec. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA1Sec.a1ThresholdRsrpSec.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA1Sec.a1ThresholdRsrpSec+QciProfilePredefined.measReportConfigParams.a1ThresholdRsrpSecOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a1ThresholdRsrqPrimOffset,1,"QCI dependent offset for the absolute threshold a1ThresholdRsrpPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA1Prim.a1ThresholdRsrqPrim.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA1Prim.a1ThresholdRsrqPrim+QciProfilePredefined.measReportConfigParams.a1ThresholdRsrqPrimOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a1ThresholdRsrqSecOffset,1,"QCI dependent offset for the absolute threshold a1ThresholdRsrqSec. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA1Sec.a1ThresholdRsrqSec.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA1Sec.a1ThresholdRsrqSec+QciProfilePredefined.measReportConfigParams.a1ThresholdRsrqSecOffset

If Mobility Control at Poor Coverage feature is enabled, ""a1a2SearchThresholdRsrq"" replaces ""a1ThresholdRsrqSec"" and""ReportConfigSearch"" replaces ""ReportConfigA1Sec"" in the above description.",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a2ThresholdRsrpPrimOffset,1,"QCI dependent offset for the absolute threshold a2ThresholdRsrpPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA2Prim.a2ThresholdRsrpPrim.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA2Prim.a2ThresholdRsrpPrim+QciProfilePredefined.measReportConfigParams.a2ThresholdRsrpPrimOffset

If Mobility Control at Poor Coverage feature is enabled, ""a1a2SearchThresholdRsrp"" replaces ""a2ThresholdRsrpPrim"" and""ReportConfigSearch"" replaces ""ReportConfigA2Prim"" in the above description.",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a2ThresholdRsrpSecOffset,1,"QCI dependent offset for the absolute threshold a2ThresholdRsrpPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA2Sec.a2ThresholdRsrpSec.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA2Sec.a2ThresholdRsrpSec+QciProfilePredefined.measReportConfigParams.a2ThresholdRsrpSecOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a2ThresholdRsrqPrimOffset,1,"QCI dependent offset for the absolute threshold a2ThresholdRsrqPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA2Prim.a2ThresholdRsrqPrim.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA2Prim.a2ThresholdRsrqPrim+QciProfilePredefined.measReportConfigParams.a2ThresholdRsrqPrimOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a2ThresholdRsrqSecOffset,1,"QCI dependent offset for the absolute threshold a2ThresholdRsqSec. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA2Sec.a2ThresholdRsrqSec.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA2Sec.a2ThresholdRsrqSec+QciProfilePredefined.measReportConfigParams.a2ThresholdRsrqSecOffset

If Mobility Control at Poor Coverage feature is enabled, ""a1a2SearchThresholdRsrq"" replaces ""a2ThresholdRsrqSec"" and""ReportConfigSearch"" replaces ""ReportConfigA2Sec"" in the above description.",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a5Threshold1RsrpOffset,1,"QCI dependent offset for the absolute threshold a5Threshold1Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA5.a5Threshold1Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA5.a5Threshold1Rsrp+QciProfilePredefined.measReportConfigParams.a5Threshold1RsrpOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a5Threshold1RsrqOffset,1,"QCI dependent offset for the absolute threshold a5Threshold1Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA5.a5Threshold1Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA5.a5Threshold1Rsrq+QciProfilePredefined.measReportConfigParams.a5Threshold1RsrqOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a5Threshold2RsrpOffset,1,"QCI dependent offset for the absolute threshold a5Threshold2Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA5.a5Threshold2Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA5.a5Threshold2Rsrp+QciProfilePredefined.measReportConfigParams.a5Threshold2RsrpOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a5Threshold2RsrqOffset,1,"QCI dependent offset for the absolute threshold a5Threshold2Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA5.a5Threshold2Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA5.a5Threshold2Rsrq+QciProfilePredefined.measReportConfigParams.a5Threshold2RsrqOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold1RsrpCdma2000Offset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Cdma2000.b2Threshold1Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Cdma2000.b2Threshold1Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Cdma2000.b2Threshold1Rsrp+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrpCdma2000Offset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold1RsrqCdma2000Offset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Cdma2000.b2Threshold1Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Cdma2000.b2Threshold1Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Cdma2000.b2Threshold1Rsrq+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrqCdma2000Offset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold2Cdma2000Offset,1,"QCI dependent offset for the absolute threshold b2Threshold2Cdma2000. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely b2Threshold2Cdma2000.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Cdma2000.b2Threshold2Cdma2000+QciProfilePredefined.measReportConfigParams.b2Threshold2Cdma2000Offset",int32,-50..50,0,0.5,dB,5.0,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold1RsrpGeranOffset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Geran.b2Threshold1Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Geran.b2Threshold1Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Geran.b2Threshold1Rsrp+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrpGeranOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold1RsrqGeranOffset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Geran.b2Threshold1Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Geran.b2Threshold1Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Geran.b2Threshold1Rsrq+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrqGeranOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold2GeranOffset,1,"QCI dependent offset for the absolute threshold b2Threshold2Geran. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely b2Threshold2Geran.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Geran.b2Threshold2Geran+QciProfilePredefined.measReportConfigParams.b2Threshold2GeranOffset",int32,-24..24,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold1RsrpUtraOffset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Utra.b2Threshold1Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Utra.b2Threshold1Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Utra.b2Threshold1Rsrp+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrpUtraOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold1RsrqUtraOffset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Utra.b2Threshold1Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Utra.b2Threshold1Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Utra.b2Threshold1Rsrq+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrqUtraOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold2EcNoUtraOffset,1,"QCI dependent offset for the absolute threshold b2Threshold2EcNoUtra. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely b2Threshold2EcNoUtra.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Utra.b2Threshold2EcNoUtra+QciProfilePredefined.measReportConfigParams.b2Threshold2EcNoUtraOffset",int32,-50..50,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,b2Threshold2RscpUtraOffset,1,"QCI dependent offset for the absolute threshold b2Threshold2RscpUtra. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely b2Threshold2RscpUtra.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Utra.b2Threshold2RscpUtra+QciProfilePredefined.measReportConfigParams.b2Threshold2RscpUtraOffset",int32,-24..24,0,,dB,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a3IntraOffsetAdjustmentRsrp,1,"QCI-dependent offset adjustment for the absolute offset a3offset. If value is 0, then offset corresponding to this QCI profile is the same as ""base"" value in MO class (ReportConfigEUtraBestCell.a3offset).

Offset for a QCI profile is computed as
ReportConfigEUtraBestCell.a3offset+QciProfilePredefined.measReportConfigParams.a3IntraOffsetAdjustmentRsrp.",int32,-150..150,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a3IntraOffsetAdjustmentRsrq,1,"QCI-dependent offset adjustment for the absolute offset a3offset. If value is 0, then offset corresponding to this QCI profile is the same as ""base"" value in MO class (ReportConfigEUtraBestCell.a3offset).

Offset for a QCI profile is computed as
ReportConfigEUtraBestCell.a3offset+QciProfilePredefined.measReportConfigParams.a3IntraOffsetAdjustmentRsrq.",int32,-150..150,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a3InterOffsetAdjustmentRsrp,1,"QCI-dependent offset adjustment for the absolute offset a3offset. If value is 0, then offset corresponding to this QCI profile is the same as ""base"" value in MO class (ReportConfigEUtraIFBestCell.a3offset).

Offset for a QCI profile is computed as ReportConfigEUtraIFBestCell.a3offset+QciProfilePredefined.measReportConfigParams.a3InterOffsetAdjustmentRsrp.",int32,-150..150,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,a3InterOffsetAdjustmentRsrq,1,"QCI-dependent offset adjustment for the absolute offset a3offset. If value is 0, then offset corresponding to this QCI profile is the same as ""base"" value in the MO class (ReportConfigEUtraIFBestCell::a3offset).

Offset for a QCI profile is computed as ReportConfigEUtraIFBestCell::a3offset+QciProfilePredefined::measReportConfigParams.a3InterOffsetAdjustmentRsrq.",int32,-150..150,0,0.1,dB,5.0,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,timeToTriggerInterA3,1,"QCI-depended specific time-to-trigger value for event A3. Used for inter-frequency.

If timeToTriggerInterA3 has value different than -1 this value is used instead of ReportConfigEUtraIFBestCell.timeToTriggerA3.",int32,"-1, 0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",-1,,ms,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,timeToTriggerIntraA3,1,"QCI-depended specific time-to-trigger value for event A3. Used for intra-frequency.

If timeToTriggerIntraA3 has value different than -1 this value is used instead of ReportConfigEUtraBestCell.timeToTriggerA3.",int32,"-1, 0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",-1,,ms,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,offsetPerQciPrio,1,"QCI-depended priority of the offset. Offset with maximum priority is taken into calculation for absolute offset/threshold for mobility purpose.

Value -1 means offset is excluded from selection.
Value 0 means lowest priority.
Value 7 means highest priority.",int32,-1..7,0,,,,,,,
ENodeBFunction,QciProfileOperatorDefined,MeasReportConfigParams,timeToTriggerInterA3Rsrq,1,"QCI-depended specific time-to-trigger value for event A3 with trigger quantity RSRQ. Used for inter-frequency.

If timeToTriggerInterA3Rsrq has value different than -1 this value is used instead of QciProfilePredefined::measReportConfigParams.timeToTriggerInterA3 or QciProfileOperatorDefined::measReportConfigParams.timeToTriggerInterA3.",int32,"-1, 0, 40, 64, 80, 100, 128, 160, 256, 320, 480, 512, 640, 1024, 1280, 2560, 5120",-1,,ms,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a1ThresholdRsrpPrimOffset,1,"QCI dependent offset for the absolute threshold a1ThresholdRsrpPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA1Prim.a1ThresholdRsrpPrim.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA1Prim.a1ThresholdRsrpPrim+QciProfilePredefined.measReportConfigParams.a1ThresholdRsrpPrimOffset

If Mobility Control at Poor Coverage feature is enabled, ""a1a2SearchThresholdRsrp"" replaces ""a1ThresholdRsrpPrim"" and ""ReportConfigSearch"" replaces ""ReportConfigA1Prim"" in the above description.",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a1ThresholdRsrpSecOffset,1,"QCI dependent offset for the absolute threshold a1ThresholdRsrpSec. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA1Sec.a1ThresholdRsrpSec.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA1Sec.a1ThresholdRsrpSec+QciProfilePredefined.measReportConfigParams.a1ThresholdRsrpSecOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a1ThresholdRsrqPrimOffset,1,"QCI dependent offset for the absolute threshold a1ThresholdRsrpPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA1Prim.a1ThresholdRsrqPrim.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA1Prim.a1ThresholdRsrqPrim+QciProfilePredefined.measReportConfigParams.a1ThresholdRsrqPrimOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a1ThresholdRsrqSecOffset,1,"QCI dependent offset for the absolute threshold a1ThresholdRsrqSec. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA1Sec.a1ThresholdRsrqSec.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA1Sec.a1ThresholdRsrqSec+QciProfilePredefined.measReportConfigParams.a1ThresholdRsrqSecOffset

If Mobility Control at Poor Coverage feature is enabled, ""a1a2SearchThresholdRsrq"" replaces ""a1ThresholdRsrqSec"" and""ReportConfigSearch"" replaces ""ReportConfigA1Sec"" in the above description.",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a2ThresholdRsrpPrimOffset,1,"QCI dependent offset for the absolute threshold a2ThresholdRsrpPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA2Prim.a2ThresholdRsrpPrim.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA2Prim.a2ThresholdRsrpPrim+QciProfilePredefined.measReportConfigParams.a2ThresholdRsrpPrimOffset

If Mobility Control at Poor Coverage feature is enabled, ""a1a2SearchThresholdRsrp"" replaces ""a2ThresholdRsrpPrim"" and""ReportConfigSearch"" replaces ""ReportConfigA2Prim"" in the above description.",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a2ThresholdRsrpSecOffset,1,"QCI dependent offset for the absolute threshold a2ThresholdRsrpPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA2Sec.a2ThresholdRsrpSec.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA2Sec.a2ThresholdRsrpSec+QciProfilePredefined.measReportConfigParams.a2ThresholdRsrpSecOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a2ThresholdRsrqPrimOffset,1,"QCI dependent offset for the absolute threshold a2ThresholdRsrqPrim. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA2Prim.a2ThresholdRsrqPrim.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA2Prim.a2ThresholdRsrqPrim+QciProfilePredefined.measReportConfigParams.a2ThresholdRsrqPrimOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a2ThresholdRsrqSecOffset,1,"QCI dependent offset for the absolute threshold a2ThresholdRsqSec. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA2Sec.a2ThresholdRsrqSec.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA2Sec.a2ThresholdRsrqSec+QciProfilePredefined.measReportConfigParams.a2ThresholdRsrqSecOffset

If Mobility Control at Poor Coverage feature is enabled, ""a1a2SearchThresholdRsrq"" replaces ""a2ThresholdRsrqSec"" and""ReportConfigSearch"" replaces ""ReportConfigA2Sec"" in the above description.",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a5Threshold1RsrpOffset,1,"QCI dependent offset for the absolute threshold a5Threshold1Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA5.a5Threshold1Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA5.a5Threshold1Rsrp+QciProfilePredefined.measReportConfigParams.a5Threshold1RsrpOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a5Threshold1RsrqOffset,1,"QCI dependent offset for the absolute threshold a5Threshold1Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA5.a5Threshold1Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA5.a5Threshold1Rsrq+QciProfilePredefined.measReportConfigParams.a5Threshold1RsrqOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a5Threshold2RsrpOffset,1,"QCI dependent offset for the absolute threshold a5Threshold2Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA5.a5Threshold2Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA5.a5Threshold2Rsrp+QciProfilePredefined.measReportConfigParams.a5Threshold2RsrpOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,a5Threshold2RsrqOffset,1,"QCI dependent offset for the absolute threshold a5Threshold2Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigA5.a5Threshold2Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigA5.a5Threshold2Rsrq+QciProfilePredefined.measReportConfigParams.a5Threshold2RsrqOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold1RsrpCdma2000Offset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Cdma2000.b2Threshold1Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Cdma2000.b2Threshold1Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Cdma2000.b2Threshold1Rsrp+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrpCdma2000Offset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold1RsrqCdma2000Offset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Cdma2000.b2Threshold1Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Cdma2000.b2Threshold1Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Cdma2000.b2Threshold1Rsrq+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrqCdma2000Offset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold2Cdma2000Offset,1,"QCI dependent offset for the absolute threshold b2Threshold2Cdma2000. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely b2Threshold2Cdma2000.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Cdma2000.b2Threshold2Cdma2000+QciProfilePredefined.measReportConfigParams.b2Threshold2Cdma2000Offset",int32,-50..50,0,0.5,dB,5.0,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold1RsrpGeranOffset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Geran.b2Threshold1Rsrp. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Geran.b2Threshold1Rsrp.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Geran.b2Threshold1Rsrp+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrpGeranOffset",int32,-100..100,0,,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold1RsrqGeranOffset,1,"QCI dependent offset for the absolute threshold ReportConfigB2Geran.b2Threshold1Rsrq. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely ReportConfigB2Geran.b2Threshold1Rsrq.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Geran.b2Threshold1Rsrq+QciProfilePredefined.measReportConfigParams.b2Threshold1RsrqGeranOffset",int32,-240..240,0,0.1,dB,,,,,
ENodeBFunction,QciProfilePredefined,MeasReportConfigParams,b2Threshold2GeranOffset,1,"QCI dependent offset for the absolute threshold b2Threshold2Geran. If the value of the offset is 0, then the threshold corresponding to this QCI profile will be the same as the ""base"" value in the MO class, namely b2Threshold2Geran.
The rule is that the threshold for a certain QCI profile is computed as ReportConfigB2Geran.b2Threshold2Geran+QciProfilePredefined.measReportConfigParams.b2Threshold2GeranOffset",int32,-24..24,0,,dB,,,,,
